# extended ;1
# legs ;['blueleg']
# legs model ;['beam']
# legs young modulus ;[35000.]
# legs poisson ratio ;[0.45]
# legs position on motor ;['counterclockwisedown', 'clockwisedown', 'counterclockwisedown', 'clockwisedown']
# connector ;bluepart
# connector type ;rigid
Effector position;Motor angle;Real Position
[  23.78717892 -163.3610622    -7.93931087];[-0.6540430852025965, -0.07699873654804062, -0.2998791239967671, 1.0209302684760124];[24.8, -162.4, -9.76]
[  23.78012204 -163.33249961  -14.28291513];[-0.8188273572533572, -0.06050279143303873, -0.17369799616406414, 1.040776639106167];[24.75, -162.19, -16.94]
[  23.76090606 -163.26662652  -20.60300759];[-1.0041852881938522, -0.030914784854228522, -0.052296930127165187, 1.0774507164597638];[24.97, -162.25, -23.81]
[  23.6969853  -163.08062203  -26.83548895];[-1.213744107899914, 0.022022856684904196, 0.07163430268079302, 1.1476345982113103];[25.78, -161.99, -30.3]
[  23.51910494 -162.59964302  -32.84425609];[-1.3414196490971122, 0.12096059652986083, 0.22350793835848182, 1.2985943753473184];[26.18, -161.57, -36.53]
[  22.84740783 -160.96438363  -37.91566893];[-1.4762916009140343, 0.19665023640386092, 0.3704913558689784, 1.4018565262575007];[26.17, -160.1, -41.75]
[  17.25422414 -162.54853963  -35.86322148];[-1.504097625481545, 0.26908465350399247, 0.3034854043973213, 1.0967533729359955];[20.31, -161.83, -39.17]
[  17.40727401 -163.11387875  -29.9843976 ];[-1.2675438965619095, 0.18391707034159469, 0.17764236667776878, 0.9948456284283008];[19.81, -162.28, -33.75]
[  17.44912507 -163.30910647  -23.77490931];[-1.0565878849561585, 0.11273998357703996, 0.0476954770899725, 0.9086688481001699];[19.57, -162.03, -27.5]
[  17.46402442 -163.38311415  -17.46402432];[-0.865896554976526, 0.07481629484193746, -0.07481628225921447, 0.8658966219616796];[19.4, -161.89, -21.15]
[  17.46871919 -163.41441754  -11.12066347];[-0.6957942794334927, 0.0528797817504008, -0.1994922572449465, 0.8417664274935867];[19.29, -161.83, -14.2]
[  17.46994444 -163.42758644   -4.76716183];[-0.5411230865886595, 0.041672813631976224, -0.32995077359237773, 0.8295723300447969];[19.31, -161.85, -6.92]
[  17.46970896 -163.42944985    1.58908695];[-0.39800133690227607, 0.039493536086462874, -0.4682930410762902, 0.8271909033949741];[19.12, -161.85, 0.17]
[  17.46964899 -163.42273312    7.94459868];[-0.26386055048293217, 0.046087118777079744, -0.61681327320102, 0.8343703533507573];[18.98, -161.87, 7.44]
[  17.46696161 -163.40174789   14.29433475];[-0.1365872041678124, 0.06230796996291807, -0.7786026306920102, 0.8520863231612752];[19.09, -161.78, 14.34]
[  17.45799054 -163.35339661   20.62546385];[-0.013652417684201064, 0.09114272164045747, -0.9583021387233776, 0.8840886885980928];[19.6, -161.83, 20.58]
[  17.43453192 -163.23812557   26.90202062];[0.11069789643014147, 0.14222232371033242, -1.1606133553009292, 0.9433103173001636];[19.9, -162.01, 27.0]
[  17.35993959 -162.89691234   32.97918569];[0.27308008155305685, 0.2539075312925395, -1.2684711364718166, 1.0854106792536162];[20.63, -161.91, 32.9]
[  17.02763205 -161.74501376   38.33398521];[0.3809570264379695, 0.3176058120070234, -1.566809971450454, 1.145043907825999];[21.66, -161.15, 38.13]
[  11.04436333 -162.85686136   36.08276009];[0.32216767582709954, 0.3966216215222141, -1.4925063757247194, 0.9143359858176625];[14.84, -162.06, 35.84]
[  11.09630504 -163.20246075   30.02760514];[0.19913853115811997, 0.30424669691189077, -1.2382013183078346, 0.8092237936482807];[13.95, -162.4, 30.53]
[  11.11443637 -163.35471274   23.78886635];[0.07005423002399704, 0.23611779513247722, -1.0294976111281204, 0.7345096494003317];[13.61, -162.15, 24.45]
[  11.12151837 -163.41639186   17.47013091];[-0.05290491858852608, 0.1995341163615734, -0.8418676210646394, 0.6958804990909266];[13.23, -161.95, 18.29]
[  11.12563422 -163.44731469   11.12563416];[-0.17825767030172868, 0.17825774663899413, -0.6738105422274561, 0.6738106118668059];[12.95, -161.89, 11.79]
[  11.1260447  -163.45843963    4.76910791];[-0.3090867952066058, 0.16730446962492046, -0.5200354878239029, 0.6624634158494578];[12.91, -161.86, 4.55]
[  11.12585305 -163.46002769   -1.58972637];[-0.4474095004999524, 0.1651717614264528, -0.37718617696480433, 0.6602482586711531];[12.88, -161.82, -2.66]
[  11.12598811 -163.45432781   -7.94795458];[-0.5953693779653992, 0.17162095955341936, -0.24285213972802522, 0.6669326469351684];[12.71, -161.75, -10.02]
[  11.12376522 -163.4342678   -14.29979957];[-0.7557432884256594, 0.1874121802845637, -0.1150267828048721, 0.6832699444929213];[12.58, -161.63, -16.94]
[  11.11859591 -163.39133225  -20.63447962];[-0.9328906935950585, 0.21533811023076288, 0.008547885995131253, 0.7124596919014728];[12.48, -161.93, -23.22]
[  11.10787352 -163.29781029  -26.92538139];[-1.1318601613661288, 0.2642921185027737, 0.13288256418357286, 0.7649197280433983];[12.72, -162.24, -29.44]
[  11.07358401 -163.02679815  -33.05760711];[-1.333314062222071, 0.36515979909737345, 0.2741630873223089, 0.879897260203623];[12.95, -162.62, -36.0]
[  10.96530166 -162.35092782  -38.83496808];[-1.4105917654933329, 0.5339890671737636, 0.4419583668978258, 1.0994291966867427];[13.68, -162.17, -41.82]
[   4.74090937 -162.94261212  -36.13646905];[-1.4724485420687152, 0.5258602866897713, 0.33351559999540714, 0.7448050854885496];[6.84, -162.51, -38.75]
[   4.7587005  -163.23805484  -30.0447355 ];[-1.2236490172869183, 0.43255411412232075, 0.21000838849016057, 0.6466903885805158];[6.14, -162.77, -33.12]
[   4.76523447 -163.37459764  -23.79480219];[-1.0160172321245255, 0.3659329682872036, 0.08143106540032535, 0.5778131032784706];[5.78, -162.29, -27.15]
[   4.76787996 -163.43131166  -17.47278103];[-0.8297609905306877, 0.33004799134035323, -0.04171186597480452, 0.5412560558009235];[5.66, -162.0, -21.07]
[   4.769456   -163.46002126  -11.12687731];[-0.6625277217153063, 0.30912220499299725, -0.167327841205737, 0.5200876996382987];[5.77, -161.92, -14.13]
[   4.77073031 -163.47533      -4.77073029];[-0.5093288844723154, 0.2984290994926692, -0.29842907728602697, 0.5093289334932705];[5.79, -161.84, -7.14]
[   4.77064209 -163.4767623     1.59026199];[-0.3665665497358943, 0.29632192507360866, -0.4367763299130697, 0.5071957513876699];[5.72, -161.87, 0.25]
[   4.77010636 -163.46891375    7.94967433];[-0.23206751712700774, 0.30263300064430965, -0.5844244861677466, 0.5135501189478539];[5.69, -161.84, 7.61]
[   4.76873566 -163.44789616   14.30162932];[-0.10397247013618549, 0.31812833523477196, -0.7441120052914968, 0.529184231129844];[6.01, -161.63, 14.48]
[   4.76677991 -163.40816355   20.63836806];[0.019866349104607606, 0.3455691824391479, -0.9201637839094822, 0.5570275416508891];[6.18, -161.85, 20.65]
[   4.76283631 -163.32305875   26.93505899];[0.14415104419933616, 0.39347225976249867, -1.117621666427646, 0.6061101316621781];[6.33, -162.2, 26.81]
[   4.7508781  -163.08863972   33.09503105];[0.2815800969083498, 0.49021404525976375, -1.3286790340712902, 0.7075863582156237];[6.81, -162.46, 33.14]
[   4.7123169  -162.46151678   38.88693252];[0.4611822481993765, 0.6841096894423525, -1.3836544997024938, 0.9223038881655425];[7.87, -162.27, 38.36]
[  -1.58131491 -162.98577582   36.17980748];[0.33043102608432007, 0.6646384502334586, -1.4915847225628178, 0.5919172021267647];[0.45, -162.4, 36.12]
[  -1.58641669 -163.2443919    30.0477738 ];[0.21211541198552475, 0.5719148180583987, -1.2208501429788254, 0.500678910683458];[-0.37, -162.55, 30.63]
[  -1.58852606 -163.37822732   23.79587609];[0.0836369228885458, 0.5045036127040682, -1.0134252938977286, 0.43398570124459424];[-0.8, -162.06, 24.72]
[  -1.58938544 -163.43405917   17.47326272];[-0.03953986644386649, 0.4684414279885843, -0.8274239897930139, 0.3981350228310344];[-1.16, -161.74, 18.82]
[  -1.58989971 -163.46236969   11.12710287];[-0.16520537168498362, 0.44747777853378184, -0.6603430832400544, 0.3772461870920436];[-1.39, -161.66, 12.03]
[  -1.59031749 -163.47745993    4.77080934];[-0.29633593334810815, 0.43679565880436233, -0.5072176508396045, 0.3665832672075778];[-1.45, -161.8, 4.7]
[  -1.59052475 -163.48181508   -1.59052474];[-0.434763013805997, 0.4347630656882109, -0.3645475123726045, 0.36454759267904974];[-1.56, -161.89, -2.69]
[  -1.59011268 -163.47113814   -7.94981853];[-0.5822847389520444, 0.44099043924386694, -0.2299633144039071, 0.3707733011884514];[-1.64, -161.79, -9.93]
[  -1.58966438 -163.45041126  -14.30196173];[-0.7418630022062411, 0.45649349977949133, -0.10182646159737234, 0.3862342799044781];[-1.84, -161.66, -16.99]
[  -1.58902762 -163.41125278  -20.63907407];[-0.9177117987264349, 0.4840224288249933, 0.022061691036799475, 0.4136375823188132];[-1.85, -162.09, -22.98]
[  -1.58775003 -163.3276245   -26.9367969 ];[-1.1148872439618596, 0.532281843209367, 0.14633591678099236, 0.4615234625397172];[-1.8, -162.49, -29.01]
[  -1.58390647 -163.09853281  -33.1007265 ];[-1.3261090242824596, 0.6310274516054594, 0.28354369668507845, 0.5587558943717619];[-1.7, -162.79, -35.31]
[  -1.57174796 -162.49489642  -38.91322139];[-1.3856081805561933, 0.8365695926027346, 0.4620242907498281, 0.7576022124622327];[-1.42, -162.8, -40.93]
[  -7.89714761 -162.91317233  -36.11901172];[-1.481538335069091, 0.8266536950438164, 0.3287842988221077, 0.45984875991321333];[-8.27, -162.75, -38.31]
[  -7.92921388 -163.22465429  -30.03829962];[-1.2293523578293946, 0.7255546538421584, 0.20573139051974623, 0.36718666997598026];[-8.64, -162.8, -32.9]
[  -7.94085304 -163.36700975  -23.79254765];[-1.0213004262266052, 0.654314262832613, 0.076953080573887, 0.30006506741325095];[-8.72, -162.46, -26.77]
[  -7.94550311 -163.42559141  -17.47177176];[-0.8345157889378148, 0.6169262429829768, -0.04611966892137493, 0.2639277824369518];[-8.53, -162.14, -20.87]
[  -7.94824743 -163.45514023  -11.12640423];[-0.6669659161636902, 0.5953995510035697, -0.17163364515124588, 0.2428680492357341];[-8.37, -162.04, -13.99]
[  -7.94938683 -163.46817012   -4.76993549];[-0.5135261412007778, 0.5843977115916906, -0.3026171902731049, 0.23205456381491726];[-8.44, -161.9, -6.91]
[  -7.94924336 -163.46967125    1.58999928];[-0.37073717464957656, 0.5822321178080007, -0.4409489754774022, 0.2299383227148702];[-8.42, -161.84, 0.35]
[  -7.94937158 -163.4642926     7.94937153];[-0.23633609135529202, 0.5887695500812334, -0.5887694977326351, 0.23633612342285942];[-8.29, -161.76, 7.43]
[  -7.94699624 -163.44266507   14.30093258];[-0.10832661586950294, 0.6046397452712883, -0.7486840660660927, 0.2519316603106229];[-8.35, -161.58, 14.4]
[  -7.94357504 -163.40172195   20.63688817];[0.015410382864634985, 0.6330209960977983, -0.9251569878027472, 0.279552934598949];[-8.25, -161.86, 20.56]
[  -7.93660294 -163.31347268   26.93139826];[0.13971602301514002, 0.6834622694707855, -1.1231981118357177, 0.3278229954705745];[-8.17, -162.25, 26.53]
[  -7.91508641 -163.06724785   33.08263676];[0.2777026357314647, 0.7892738385198927, -1.3335494914269315, 0.4250455780126456];[-7.99, -162.51, 32.89]
[  -7.84288473 -162.38590488   38.82650226];[0.4598082001346657, 1.0162315665466566, -1.3785908455975884, 0.6148442350317903];[-7.64, -162.17, 38.34]
[ -14.16802165 -162.68960782   35.96503453];[0.3601061639506646, 1.0847138302250154, -1.3371098664512893, 0.3871486451115254];[-14.44, -162.09, 35.97]
[ -14.25731877 -163.16796459   30.01088316];[0.18994967109306393, 0.8986218457190542, -1.2506518894604872, 0.24335163903948664];[-15.15, -162.19, 31.1]
[ -14.28461079 -163.33628974   23.7832863 ];[0.06046204670207752, 0.8190341409981796, -1.041017484900304, 0.17380277005496952];[-15.19, -161.98, 24.85]
[ -14.29489444 -163.40278389   17.46766523];[-0.06232314605575207, 0.7786526999643695, -0.8521402113465986, 0.1366071252380611];[-15.34, -161.8, 18.57]
[ -14.29924503 -163.43335946   11.12334288];[-0.1873951413926964, 0.7557013867878815, -0.6832314719717563, 0.11501349786584375];[-15.46, -161.84, 11.62]
[ -14.29996197 -163.44533995    4.76820492];[-0.3180670957568417, 0.7439957095506515, -0.5290970742862577, 0.10394060027179045];[-15.49, -161.96, 4.47]
[ -14.29973565 -163.44704285   -1.5894293 ];[-0.4563910861444021, 0.7417101168317626, -0.3861432339269247, 0.10178591781678532];[-15.36, -162.08, -2.89]
[ -14.29982225 -163.44091748   -7.94640139];[-0.6045732551054743, 0.7486041562978643, -0.25189461782876904, 0.10830327664475682];[-15.22, -162.08, -10.01]
[ -14.29809783 -163.42188449  -14.29809774];[-0.7655841602047193, 0.7655841626423717, -0.12432019799427989, 0.12432020564018909];[-15.35, -162.06, -16.86]
[ -14.29068212 -163.37588995  -20.63085103];[-0.943726958270225, 0.7959154061430453, -0.0009858086725816591, 0.15265207224870836];[-15.5, -162.13, -23.23]
[ -14.27487208 -163.27402196  -26.91615434];[-1.1440594621713267, 0.851228235549805, 0.12337504164243285, 0.20256758034317535];[-15.4, -162.52, -29.19]
[ -14.22328433 -162.96271387  -33.01297461];[-1.2792823432352762, 0.985419627752832, 0.2813973314737903, 0.314436764326561];[-15.99, -162.64, -35.6]
[ -14.04798501 -162.16240314  -38.69100465];[-1.403082005016414, 1.205335928449933, 0.43712830201152386, 0.46554602600309525];[-16.2, -162.22, -40.86]
[ -20.31191645 -162.29621119  -35.69725421];[-1.3473349152590055, 1.305831181339703, 0.33779714104256003, 0.2593118588467331];[-22.23, -161.97, -38.11]
[ -20.53246921 -163.01787218  -29.93469519];[-1.290250041270689, 1.0979558096844981, 0.1611913257899221, 0.12442453523270577];[-22.42, -162.69, -33.0]
[ -20.60384932 -163.26801581  -23.7619242 ];[-1.0775458838050669, 1.00427856931751, 0.030891320407817606, 0.052330940555817954];[-22.17, -162.53, -27.03]
[ -20.62460207 -163.35219777  -17.45728778];[-0.8840219280709561, 0.95823151117608, -0.09111777166914263, 0.01363397555191713];[-21.82, -162.54, -20.73]
[ -20.63185724 -163.38806676  -11.11730109];[-0.7123099482395293, 0.9327053775336566, -0.21525807907824326, -0.008583515119699583];[-21.31, -162.69, -13.96]
[ -20.63396093 -163.40299067   -4.76586993];[-0.5568305278687052, 0.9198733125192766, -0.3454188498253581, -0.019911379632290296];[-21.2, -162.72, -6.63]
[ -20.63376619 -163.40509499    1.58866398];[-0.41344200432475287, 0.9173665342024121, -0.483808339492371, -0.022112653181148134];[-21.19, -162.5, 0.38]
[ -20.6333759  -163.39750147    7.94235472];[-0.2794404421462295, 0.9249191047968964, -0.6328447045794182, -0.015450816160220357];[-21.19, -162.28, 7.62]
[ -20.6291131  -163.37361839   14.28955522];[-0.15260072604143898, 0.9435962652537887, -0.7958007765688174, 0.0009566674523240407];[-21.27, -162.02, 14.67]
[ -20.61727674 -163.32009788   20.6172766 ];[-0.03027217374001819, 0.9777676877252746, -0.9777676578140548, 0.030272150756679023];[-21.55, -161.76, 21.56]
[ -20.58131457 -163.18273453   26.88005506];[0.09393725980113699, 1.042218687304217, -1.1831110618134852, 0.08257235103812832];[-22.13, -161.64, 28.15]
[ -20.4678429  -162.79316832   32.93715296];[0.25044744938846425, 1.1894034575508294, -1.3010783466574234, 0.18840691090980155];[-22.11, -161.6, 33.99]
[ -20.04708135 -161.56212806   38.3008583 ];[0.39557728587741975, 1.3662456517931756, -1.4511542104052657, 0.2955713218320076];[-21.78, -160.66, 39.32]
[ -25.93146241 -161.14112768   34.97972317];[0.2881158987806317, 1.428057159541643, -1.3837137870948664, 0.08037960519678909];[-28.16, -159.73, 36.86]
[ -26.63729127 -162.67163615   29.78304135];[0.07827057131806667, 1.2029035308747544, -1.425650247344375, -0.043226889291734225];[-28.63, -160.98, 31.95]
[ -26.83434676 -163.07905494   23.69603312];[-0.021973590558161435, 1.2136114371265927, -1.1474934706954616, -0.07166499136205576];[-28.41, -161.77, 26.08]
[ -26.89830787 -163.23371606   17.43244991];[-0.14207088652677224, 1.1602981607214597, -0.9430038736456331, -0.11074323601717233];[-28.23, -162.11, 19.04]
[ -26.91893582 -163.29084399   11.10568501];[-0.26403508888096583, 1.131382685266817, -0.7645225279926985, -0.13292650789594596];[-27.92, -162.46, 11.94]
[ -26.92582676 -163.31356778    4.76152477];[-0.39308830658645366, 1.1169781280152442, -0.6056480060389993, -0.1441934303136847];[-27.48, -162.77, 4.59]
[ -26.92614992 -163.3167868    -1.58724759];[-0.531788802705826, 1.114153510450719, -0.46106015316524346, -0.14638047779159027];[-27.21, -163.01, -2.78]
[ -26.92356515 -163.30525858   -7.93473094];[-0.6830312136487662, 1.1226391556126394, -0.3275066381364153, -0.13975862679837245];[-27.34, -162.87, -9.66]
[ -26.91108459 -163.26831229  -14.27261182];[-0.8508709791909923, 1.1436624475901678, -0.20236462850303383, -0.12342046965435136];[-27.74, -162.72, -16.65]
[ -26.87765586 -163.17969002  -20.57966307];[-1.0419798930024449, 1.1828809426702032, -0.08247155363674516, -0.09397939766668474];[-28.09, -162.58, -23.53]
[ -26.7453353  -162.87999685  -26.74323091];[-1.2521850395736989, 1.2599167443683315, 0.043586771549608966, -0.040207559673693216];[-28.33, -162.55, -30.1]
[ -26.37989285 -162.06859741  -32.50691643];[-1.3263231948637275, 1.4172969790563406, 0.2135777180417438, 0.05753043490137082];[-28.31, -161.87, -35.23]
[ -25.37641712 -159.92686313  -37.08723967];[-1.3807815097162262, 1.4172969790563397, 0.3782357177734186, 0.1002397057392331];[-27.49, -159.81, -39.64]
[ -31.05903934 -159.45691981  -33.96651054];[-1.380781509716227, 1.5297342638661289, 0.24556919963594812, -0.09530242889077045];[-33.34, -159.47, -36.89]
[ -32.06311165 -161.35476682  -29.10709094];[-1.3334575595559757, 1.4983348402925214, 0.0723922507949424, -0.14360784964778892];[-33.69, -161.24, -32.52]
[ -32.78000533 -162.5222896   -23.46776976];[-1.1821654071822767, 1.4832109808016352, -0.07124632979942992, -0.18181058163199315];[-34.23, -162.23, -26.93]
[ -32.96879947 -162.88611118  -17.35609006];[-1.0850744896370421, 1.2666672638932428, -0.25389629082220266, -0.2737190873587824];[-33.89, -162.81, -20.22]
[ -33.05032774 -163.01956429  -11.0707461 ];[-0.8744897662446046, 1.3427101010948828, -0.3608175945694752, -0.2707713147481901];[-33.72, -163.33, -14.03]
[ -33.07731236 -163.07127771   -4.74910372];[-0.7060527489518044, 1.3275742104971873, -0.4888716154734816, -0.28144887909560284];[-33.6, -163.34, -7.05]
[ -33.080511   -163.07886959    1.58323721];[-0.5572398673428922, 1.324733502431009, -0.6294423577262759, -0.28343531077088];[-33.45, -163.33, 0.02]
[ -33.06773944 -163.0524525     7.91251713];[-0.42364806586034504, 1.3332587546913117, -0.7875507285896692, -0.2773646926951566];[-33.53, -163.07, 7.34]
[ -33.08341217 -163.03706206   14.2277817 ];[-0.27278470854705217, 1.3963791457725427, -0.9311153532935448, -0.24148300290211605];[-33.62, -162.53, 15.19]
[ -32.98168791 -162.84359617   20.46646311];[-0.1394213158134583, 1.4541021534645842, -1.103953736140928, -0.2033017108809728];[-33.76, -161.78, 22.86]
